,action,position_type,entry_price,entry_time,stop_loss,take_profit,exit_price,pnl,exit_time
235,sell,short,150.364,2023-11-15 12:20:00,150.45978571428572,150.20435714285713,,,
236,stop_loss,short,150.364,2023-11-15 12:35:00,150.45978571428572,150.20435714285713,150.46,-1.0,2023-11-15 12:40:00
237,sell,short,151.243,2023-11-16 06:55:00,151.285,151.17299999999997,,,
238,stop_loss,short,151.243,2023-11-16 07:10:00,151.285,151.17299999999997,151.289,-1.0,2023-11-16 07:15:00
239,buy,long,151.401,2023-11-16 10:10:00,151.35525,151.47725000000003,,,
240,stop_loss,long,151.401,2023-11-16 10:15:00,151.35525,151.47725000000003,151.346,-1.0,2023-11-16 10:20:00
241,sell,short,151.051,2023-11-16 15:20:00,151.10735714285713,150.9570714285714,,,
242,take_profit,short,151.051,2023-11-16 15:20:00,151.10735714285713,150.9570714285714,150.918,1.5,2023-11-16 15:25:00
243,sell,short,150.604,2023-11-17 03:25:00,150.6884285714286,150.46328571428572,,,
244,take_profit,short,150.604,2023-11-17 04:20:00,150.54128571428572,150.46328571428572,150.452,1.5,2023-11-17 04:25:00
245,buy,long,149.259,2023-11-22 16:45:00,149.10449999999997,149.51649999999998,,,
246,take_profit,long,149.259,2023-11-22 16:50:00,149.10449999999997,149.51649999999998,149.613,1.5,2023-11-22 16:55:00
247,sell,short,149.504,2023-11-24 16:55:00,149.59860714285713,149.3463214285714,,,
248,stop_loss,short,149.504,2023-11-24 19:00:00,149.59860714285713,149.3463214285714,149.603,-1.0,2023-11-24 19:05:00
249,sell,short,147.524,2023-11-28 18:40:00,147.7285357142857,147.18310714285715,,,
250,stop_loss,short,147.524,2023-11-28 19:25:00,147.45135714285715,147.18310714285715,147.491,-1.0,2023-11-28 19:30:00
251,sell,short,147.299,2023-11-29 19:05:00,147.42360714285715,147.09132142857143,,,
252,stop_loss,short,147.299,2023-11-29 19:55:00,147.24528571428573,147.09132142857143,147.279,-1.0,2023-11-29 20:00:00
253,sell,short,147.282,2023-12-04 22:00:00,147.33889285714287,147.18717857142857,,,
254,take_profit,short,147.282,2023-12-04 23:00:00,147.26414285714284,147.18717857142857,147.185,1.5,2023-12-04 23:05:00
255,buy,long,143.778,2023-12-08 06:20:00,143.53875,144.17675,,,
256,stop_loss,long,143.778,2023-12-08 08:00:00,143.89107142857142,144.17675,143.887,-1.0,2023-12-08 08:05:00
257,sell,short,142.183,2023-12-14 04:05:00,142.39739285714285,141.82567857142857,,,
258,take_profit,short,142.183,2023-12-14 04:50:00,141.95350000000002,141.82567857142857,141.811,1.5,2023-12-14 04:55:00
259,sell,short,141.554,2023-12-14 11:25:00,141.77417857142856,141.1870357142857,,,
260,stop_loss,short,141.554,2023-12-14 13:40:00,141.36914285714286,141.1870357142857,141.37,-1.0,2023-12-14 13:45:00
261,buy,long,142.027,2023-12-14 15:15:00,141.80949999999999,142.3895,,,
262,stop_loss,long,142.027,2023-12-14 15:15:00,141.80949999999999,142.3895,141.776,-1.0,2023-12-14 15:20:00
263,sell,short,149.635,2023-10-18 08:55:00,149.67046428571427,149.57589285714286,,,
264,stop_loss,short,149.635,2023-10-18 09:45:00,149.67046428571427,149.57589285714286,149.671,-1.0,2023-10-18 09:50:00
265,buy,long,149.681,2023-10-18 10:20:00,149.63675,149.75475,,,
266,take_profit,long,149.681,2023-10-18 10:55:00,149.72314285714288,149.75475,149.766,1.5,2023-10-18 11:00:00
267,buy,long,149.763,2023-10-18 12:20:00,149.71092857142858,149.84978571428573,,,
268,stop_loss,long,149.763,2023-10-18 13:30:00,149.71092857142858,149.84978571428573,149.681,-1.0,2023-10-18 13:35:00
269,buy,long,149.756,2023-10-18 15:45:00,149.70017857142858,149.84903571428572,,,
270,stop_loss,long,149.756,2023-10-18 16:30:00,149.70017857142858,149.84903571428572,149.693,-1.0,2023-10-18 16:35:00
271,buy,long,149.871,2023-10-18 19:15:00,149.82353571428573,149.95010714285715,,,
272,stop_loss,long,149.871,2023-10-18 19:25:00,149.82353571428573,149.95010714285715,149.819,-1.0,2023-10-18 19:30:00
273,sell,short,149.715,2023-10-19 03:05:00,149.7702857142857,149.62285714285716,,,
274,stop_loss,short,149.715,2023-10-19 03:15:00,149.7702857142857,149.62285714285716,149.778,-1.0,2023-10-19 03:20:00
275,buy,long,149.801,2023-10-19 06:15:00,149.77260714285714,149.8483214285714,,,
276,stop_loss,long,149.801,2023-10-19 07:00:00,149.77260714285714,149.8483214285714,149.769,-1.0,2023-10-19 07:05:00
277,sell,short,149.793,2023-10-19 07:40:00,149.8151785714286,149.75603571428573,,,
278,stop_loss,short,149.793,2023-10-19 07:45:00,149.78657142857142,149.75603571428573,149.799,-1.0,2023-10-19 07:50:00
279,sell,short,149.757,2023-10-19 10:00:00,149.802,149.68200000000002,,,
280,stop_loss,short,149.757,2023-10-19 11:10:00,149.802,149.68200000000002,149.83,-1.0,2023-10-19 11:15:00
281,sell,short,149.75,2023-10-20 00:05:00,149.78910714285715,149.68482142857144,,,
282,stop_loss,short,149.75,2023-10-20 01:10:00,149.78910714285715,149.68482142857144,149.79,-1.0,2023-10-20 01:15:00
283,buy,long,149.861,2023-10-20 07:30:00,149.83957142857142,149.8967142857143,,,
284,stop_loss,long,149.861,2023-10-20 08:10:00,149.86492857142855,149.8967142857143,149.853,-1.0,2023-10-20 08:15:00
285,buy,long,149.962,2023-10-23 14:05:00,149.92535714285714,150.02307142857143,,,
286,stop_loss,long,149.962,2023-10-23 14:35:00,149.92535714285714,150.02307142857143,149.907,-1.0,2023-10-23 14:40:00
287,buy,long,149.754,2023-10-24 03:30:00,149.7147857142857,149.81935714285711,,,
288,stop_loss,long,149.754,2023-10-24 03:45:00,149.7147857142857,149.81935714285711,149.67,-1.0,2023-10-24 03:50:00
289,sell,short,149.828,2023-10-24 19:00:00,149.86710714285715,149.76282142857144,,,
290,take_profit,short,149.828,2023-10-24 19:05:00,149.81092857142858,149.76282142857144,149.751,1.5,2023-10-24 19:10:00
291,sell,short,149.802,2023-10-25 06:05:00,149.83007142857142,149.75521428571426,,,
292,stop_loss,short,149.802,2023-10-25 06:25:00,149.83007142857142,149.75521428571426,149.832,-1.0,2023-10-25 06:30:00
293,sell,short,150.096,2023-10-27 11:20:00,150.14882142857144,150.0079642857143,,,
294,take_profit,short,150.096,2023-10-27 12:25:00,150.04049999999998,150.0079642857143,149.997,1.5,2023-10-27 12:30:00
295,sell,short,149.521,2023-10-27 20:25:00,149.56514285714283,149.44742857142856,,,
296,stop_loss,short,149.521,2023-10-27 20:35:00,149.56514285714283,149.44742857142856,149.566,-1.0,2023-10-27 20:40:00
297,sell,short,149.562,2023-10-30 06:30:00,149.59060714285715,149.51432142857144,,,
298,stop_loss,short,149.562,2023-10-30 06:45:00,149.54557142857144,149.51432142857144,149.549,-1.0,2023-10-30 06:50:00
299,buy,long,149.066,2023-10-30 21:25:00,149.02432142857143,149.13546428571428,,,
300,stop_loss,long,149.066,2023-10-30 21:40:00,149.07028571428572,149.13546428571428,149.067,-1.0,2023-10-30 21:45:00
301,buy,long,151.3,2023-10-31 17:05:00,151.1481785714286,151.55303571428573,,,
302,stop_loss,long,151.3,2023-10-31 17:50:00,151.43485714285714,151.55303571428573,151.344,-1.0,2023-10-31 17:55:00
303,sell,short,151.428,2023-10-31 19:35:00,151.6317857142857,151.08835714285715,,,
304,stop_loss,short,151.428,2023-10-31 22:20:00,151.6317857142857,151.08835714285715,151.65,-1.0,2023-10-31 22:25:00
305,take_profit,short,151.346,2023-11-01 00:55:00,151.42828571428572,151.20885714285714,151.191,1.5,2023-11-01 01:00:00
306,sell,short,151.223,2023-11-01 11:05:00,151.2946785714286,151.10353571428573,,,
307,stop_loss,short,151.223,2023-11-01 12:45:00,151.1632142857143,151.10353571428573,151.189,-1.0,2023-11-01 12:50:00
308,sell,short,149.356,2023-11-03 15:55:00,149.5375,149.05349999999999,,,
309,stop_loss,short,149.356,2023-11-03 15:55:00,149.5375,149.05349999999999,149.559,-1.0,2023-11-03 16:00:00
310,buy,long,149.665,2023-11-03 16:20:00,149.45982142857142,150.00696428571428,,,
311,stop_loss,long,149.665,2023-11-03 16:50:00,149.45982142857142,150.00696428571428,149.455,-1.0,2023-11-03 16:55:00
312,buy,long,149.363,2023-11-03 20:10:00,149.3042857142857,149.46085714285715,,,
313,stop_loss,long,149.363,2023-11-03 20:20:00,149.3042857142857,149.46085714285715,149.301,-1.0,2023-11-03 20:25:00
314,sell,short,149.729,2023-11-06 16:55:00,149.7929642857143,149.62239285714287,,,
315,stop_loss,short,149.729,2023-11-06 18:10:00,149.7929642857143,149.62239285714287,149.81,-1.0,2023-11-06 18:15:00
316,buy,long,150.718,2023-11-08 11:35:00,150.6645357142857,150.80710714285712,,,
317,stop_loss,long,150.718,2023-11-08 12:40:00,150.74935714285715,150.80710714285712,150.746,-1.0,2023-11-08 12:45:00
318,buy,long,151.007,2023-11-09 10:50:00,150.92385714285714,151.14557142857143,,,
319,take_profit,long,151.007,2023-11-09 12:15:00,151.05592857142858,151.14557142857143,151.151,1.5,2023-11-09 12:20:00
320,sell,short,150.901,2023-11-09 16:40:00,150.99550000000002,150.7435,,,
321,stop_loss,short,150.901,2023-11-09 18:15:00,150.99550000000002,150.7435,151.0,-1.0,2023-11-09 18:20:00
322,sell,short,151.509,2023-11-10 23:00:00,151.5372857142857,151.46185714285713,,,
323,take_profit,short,151.509,2023-11-10 23:50:00,151.50628571428572,151.46185714285713,151.42,1.5,2023-11-10 23:55:00
324,buy,long,151.747,2023-11-13 14:05:00,151.72107142857143,151.7902142857143,,,
325,stop_loss,long,151.747,2023-11-13 15:05:00,151.7615,151.7902142857143,151.726,-1.0,2023-11-13 15:10:00
326,sell,short,151.709,2023-11-14 05:15:00,151.73803571428573,151.66060714285715,,,
327,take_profit,short,151.709,2023-11-14 06:15:00,151.68021428571427,151.66060714285715,151.655,1.5,2023-11-14 06:20:00
328,sell,short,150.775,2023-11-14 16:55:00,150.95864285714288,150.46892857142856,,,
329,stop_loss,short,150.775,2023-11-14 20:40:00,150.5267857142857,150.46892857142856,150.544,-1.0,2023-11-14 20:45:00
330,sell,short,150.329,2023-11-15 11:35:00,150.4214642857143,150.17489285714288,,,
331,stop_loss,short,150.329,2023-11-15 11:35:00,150.4214642857143,150.17489285714288,150.435,-1.0,2023-11-15 11:40:00
332,buy,long,149.678,2023-11-17 22:55:00,149.64017857142858,149.74103571428572,,,
333,stop_loss,long,149.678,2023-11-17 23:30:00,149.64017857142858,149.74103571428572,149.633,-1.0,2023-11-17 23:35:00
334,sell,short,148.178,2023-11-20 20:15:00,148.271,148.023,,,
335,stop_loss,short,148.178,2023-11-20 20:25:00,148.271,148.023,148.312,-1.0,2023-11-20 20:30:00
336,buy,long,149.259,2023-11-22 16:45:00,149.10449999999997,149.51649999999998,,,
337,take_profit,long,149.259,2023-11-22 16:50:00,149.10449999999997,149.51649999999998,149.613,1.5,2023-11-22 16:55:00
338,buy,long,149.627,2023-11-22 19:45:00,149.55842857142858,149.7412857142857,,,
339,stop_loss,long,149.627,2023-11-22 20:50:00,149.655,149.7412857142857,149.629,-1.0,2023-11-22 20:55:00
340,sell,short,149.472,2023-11-24 20:10:00,149.50885714285715,149.41057142857142,,,
341,stop_loss,short,149.472,2023-11-24 21:45:00,149.45742857142858,149.41057142857142,149.47,-1.0,2023-11-24 21:50:00
342,sell,short,148.113,2023-11-28 03:00:00,148.22528571428572,147.92585714285715,,,
343,stop_loss,short,148.113,2023-11-28 03:15:00,148.22528571428572,147.92585714285715,148.321,-1.0,2023-11-28 03:20:00
344,sell,short,147.381,2023-11-29 17:55:00,147.58864285714287,147.03492857142857,,,
345,stop_loss,short,147.381,2023-11-29 19:55:00,147.24528571428573,147.03492857142857,147.279,-1.0,2023-11-29 20:00:00
346,buy,long,148.001,2023-12-01 05:40:00,147.91507142857145,148.14421428571427,,,
347,stop_loss,long,148.001,2023-12-01 06:10:00,148.0737142857143,148.14421428571427,148.055,-1.0,2023-12-01 06:15:00
348,sell,short,147.543,2023-12-01 17:10:00,147.71710714285715,147.25282142857145,,,
349,stop_loss,short,147.543,2023-12-01 17:25:00,147.4927857142857,147.25282142857145,147.518,-1.0,2023-12-01 17:30:00
350,buy,long,146.206,2023-12-11 12:45:00,146.10014285714286,146.38242857142856,,,
351,take_profit,long,146.206,2023-12-11 14:15:00,146.2182857142857,146.38242857142856,146.443,1.5,2023-12-11 14:20:00
352,sell,short,146.158,2023-12-11 23:15:00,146.20471428571426,146.08014285714285,,,
353,stop_loss,short,146.158,2023-12-11 23:30:00,146.14528571428573,146.08014285714285,146.158,-1.0,2023-12-11 23:35:00
354,buy,long,142.802,2023-12-14 02:00:00,142.57185714285714,143.18557142857142,,,
355,stop_loss,long,142.802,2023-12-14 02:20:00,142.57185714285714,143.18557142857142,142.443,-1.0,2023-12-14 02:25:00
356,sell,short,141.974,2023-12-22 02:30:00,142.09035714285713,141.7800714285714,,,
357,stop_loss,short,141.974,2023-12-22 02:40:00,142.09035714285713,141.7800714285714,142.208,-1.0,2023-12-22 02:45:00
358,sell,short,142.547,2023-12-27 15:40:00,142.61385714285714,142.43557142857142,,,
359,stop_loss,short,142.547,2023-12-27 16:15:00,142.5039285714286,142.43557142857142,142.519,-1.0,2023-12-27 16:20:00
360,sell,short,149.72,2023-10-18 12:55:00,149.77367857142858,149.6305357142857,,,
361,stop_loss,short,149.72,2023-10-18 15:20:00,149.66128571428573,149.6305357142857,149.692,-1.0,2023-10-18 15:25:00
362,sell,short,149.689,2023-10-18 17:00:00,149.73142857142855,149.61828571428572,,,
363,stop_loss,short,149.689,2023-10-18 17:10:00,149.73142857142855,149.61828571428572,149.744,-1.0,2023-10-18 17:15:00
364,buy,long,149.871,2023-10-18 19:15:00,149.82353571428573,149.95010714285715,,,
365,stop_loss,long,149.871,2023-10-18 19:25:00,149.82353571428573,149.95010714285715,149.819,-1.0,2023-10-18 19:30:00
366,sell,short,149.729,2023-10-18 20:30:00,149.78417857142858,149.63703571428573,,,
367,stop_loss,short,149.729,2023-10-18 20:50:00,149.78417857142858,149.63703571428573,149.785,-1.0,2023-10-18 20:55:00
368,buy,long,149.912,2023-10-18 23:25:00,149.88157142857142,149.9627142857143,,,
369,stop_loss,long,149.912,2023-10-18 23:50:00,149.88157142857142,149.9627142857143,149.847,-1.0,2023-10-18 23:55:00
370,sell,short,149.77,2023-10-19 03:40:00,149.84607142857143,149.64321428571432,,,
371,buy,long,149.813,2023-10-19 05:25:00,149.76917857142857,149.8860357142857,,,
372,stop_loss,long,149.813,2023-10-19 07:00:00,149.76917857142857,149.8860357142857,149.769,-1.0,2023-10-19 07:05:00
373,sell,short,149.793,2023-10-19 07:40:00,149.8151785714286,149.75603571428573,,,
374,stop_loss,short,149.793,2023-10-19 07:45:00,149.78657142857142,149.75603571428573,149.799,-1.0,2023-10-19 07:50:00
375,sell,short,149.748,2023-10-19 10:25:00,149.79,149.678,,,
376,stop_loss,short,149.748,2023-10-19 10:45:00,149.79,149.678,149.791,-1.0,2023-10-19 10:50:00
377,buy,long,149.876,2023-10-19 19:40:00,149.7497857142857,150.08635714285717,,,
378,stop_loss,long,149.876,2023-10-19 19:40:00,149.7497857142857,150.08635714285717,149.747,-1.0,2023-10-19 19:45:00
379,sell,short,149.766,2023-10-19 23:55:00,149.7984642857143,149.71189285714286,,,
380,stop_loss,short,149.766,2023-10-20 00:40:00,149.75578571428574,149.71189285714286,149.763,-1.0,2023-10-20 00:45:00
381,buy,long,149.969,2023-10-20 15:25:00,149.93589285714285,150.0241785714286,,,
382,stop_loss,long,149.969,2023-10-20 15:30:00,149.93589285714285,150.0241785714286,149.935,-1.0,2023-10-20 15:35:00
383,sell,short,149.845,2023-10-20 23:40:00,149.86717857142858,149.80803571428572,,,
384,stop_loss,short,149.845,2023-10-20 23:50:00,149.83792857142856,149.80803571428572,149.846,-1.0,2023-10-20 23:55:00
385,sell,short,149.743,2023-10-23 19:35:00,149.7892857142857,149.66585714285713,,,
386,stop_loss,short,149.743,2023-10-23 19:50:00,149.69335714285714,149.66585714285713,149.696,-1.0,2023-10-23 19:55:00
387,buy,long,149.64,2023-10-24 00:05:00,149.59982142857143,149.70696428571426,,,
388,stop_loss,long,149.64,2023-10-24 01:10:00,149.65278571428573,149.70696428571426,149.652,-1.0,2023-10-24 01:15:00
389,sell,short,149.827,2023-10-25 05:10:00,149.85464285714286,149.78092857142857,,,
390,stop_loss,short,149.827,2023-10-25 06:00:00,149.80514285714284,149.78092857142857,149.813,-1.0,2023-10-25 06:05:00
391,sell,short,149.909,2023-10-27 15:30:00,149.99032142857143,149.77346428571428,,,
392,stop_loss,short,149.909,2023-10-27 15:45:00,149.84335714285714,149.77346428571428,149.863,-1.0,2023-10-27 15:50:00
393,buy,long,149.679,2023-10-30 01:10:00,149.63582142857143,149.75096428571428,,,
394,stop_loss,long,149.679,2023-10-30 01:35:00,149.7125,149.75096428571428,149.691,-1.0,2023-10-30 01:40:00
395,buy,long,150.27,2023-10-31 09:55:00,150.16039285714285,150.45267857142858,,,
396,take_profit,long,150.27,2023-10-31 11:10:00,150.35471428571427,150.45267857142858,150.475,1.5,2023-10-31 11:15:00
397,buy,long,150.692,2023-10-31 13:20:00,150.63842857142856,150.78128571428573,,,
398,stop_loss,long,150.692,2023-10-31 13:50:00,150.6974285714286,150.78128571428573,150.687,-1.0,2023-10-31 13:55:00
399,buy,long,151.529,2023-10-31 21:20:00,151.4695357142857,151.62810714285715,,,
400,take_profit,long,151.529,2023-10-31 22:20:00,151.58200000000002,151.62810714285715,151.65,1.5,2023-10-31 22:25:00
401,buy,long,151.223,2023-11-01 13:55:00,151.16707142857143,151.3162142857143,,,
402,stop_loss,long,151.223,2023-11-01 14:20:00,151.16707142857143,151.3162142857143,151.098,-1.0,2023-11-01 14:25:00
403,sell,short,150.281,2023-11-03 06:15:00,150.30489285714287,150.24117857142858,,,
404,stop_loss,short,150.281,2023-11-03 07:10:00,150.30489285714287,150.24117857142858,150.305,-1.0,2023-11-03 07:15:00
405,sell,short,149.559,2023-11-03 14:35:00,149.69185714285715,149.33757142857144,,,
406,take_profit,short,149.559,2023-11-03 14:35:00,149.50957142857143,149.33757142857144,149.302,1.5,2023-11-03 14:40:00
407,buy,long,150.407,2023-11-07 22:30:00,150.36350000000002,150.4795,,,
408,stop_loss,long,150.407,2023-11-07 23:00:00,150.41907142857144,150.4795,150.419,-1.0,2023-11-07 23:05:00
409,buy,long,150.677,2023-11-08 10:15:00,150.6095,150.78949999999998,,,
410,stop_loss,long,150.677,2023-11-08 11:20:00,150.72128571428573,150.78949999999998,150.717,-1.0,2023-11-08 11:25:00
411,sell,short,150.822,2023-11-08 18:05:00,150.89357142857145,150.70271428571428,,,
412,stop_loss,short,150.822,2023-11-08 18:25:00,150.792,150.70271428571428,150.813,-1.0,2023-11-08 18:30:00
413,buy,long,151.036,2023-11-09 18:55:00,150.99110714285715,151.11082142857143,,,
414,stop_loss,long,151.036,2023-11-09 18:55:00,150.99110714285715,151.11082142857143,150.981,-1.0,2023-11-09 19:00:00
415,sell,short,151.521,2023-11-13 19:35:00,151.57285714285712,151.43457142857142,,,
416,stop_loss,short,151.521,2023-11-13 19:35:00,151.57285714285712,151.43457142857142,151.59,-1.0,2023-11-13 19:40:00
417,sell,short,151.682,2023-11-14 14:55:00,151.71264285714287,151.63092857142854,,,
418,take_profit,short,151.682,2023-11-14 15:20:00,151.66292857142858,151.63092857142854,151.199,1.5,2023-11-14 15:25:00
419,sell,short,150.564,2023-11-15 06:00:00,150.61457142857142,150.47971428571427,,,
420,stop_loss,short,150.564,2023-11-15 06:45:00,150.54421428571428,150.47971428571427,150.553,-1.0,2023-11-15 06:50:00
421,sell,short,151.252,2023-11-16 00:50:00,151.3285,151.1245,,,
422,stop_loss,short,151.252,2023-11-16 01:50:00,151.22207142857144,151.1245,151.245,-1.0,2023-11-16 01:55:00
423,sell,short,149.0,2023-11-20 05:30:00,149.18225,148.69625,,,
424,stop_loss,short,149.0,2023-11-20 06:15:00,148.8104285714286,148.69625,148.853,-1.0,2023-11-20 06:20:00
425,sell,short,148.973,2023-11-27 06:40:00,149.06685714285715,148.81657142857145,,,
426,stop_loss,short,148.973,2023-11-27 07:25:00,149.06685714285715,148.81657142857145,149.085,-1.0,2023-11-27 07:30:00
427,sell,short,148.153,2023-11-28 17:20:00,148.33010714285714,147.8578214285714,,,
428,take_profit,short,148.153,2023-11-28 17:30:00,148.00278571428572,147.8578214285714,147.814,1.5,2023-11-28 17:35:00
429,buy,long,147.267,2023-11-29 09:50:00,147.1385357142857,147.48110714285716,,,
430,stop_loss,long,147.267,2023-11-29 10:25:00,147.36114285714285,147.48110714285716,147.341,-1.0,2023-11-29 10:30:00
431,sell,short,147.026,2023-12-01 18:35:00,147.26932142857143,146.6204642857143,,,
432,stop_loss,short,147.026,2023-12-01 20:10:00,146.778,146.6204642857143,146.78,-1.0,2023-12-01 20:15:00
433,sell,short,147.156,2023-12-05 05:55:00,147.22114285714287,147.04742857142858,,,
434,stop_loss,short,147.156,2023-12-05 06:35:00,147.0959285714286,147.04742857142858,147.103,-1.0,2023-12-05 06:40:00
435,sell,short,147.14,2023-12-05 23:35:00,147.1855357142857,147.06410714285713,,,
436,take_profit,short,147.14,2023-12-05 23:55:00,147.1182142857143,147.06410714285713,147.064,1.5,2023-12-06 00:00:00
437,sell,short,145.079,2023-12-07 11:40:00,145.29628571428574,144.71685714285712,,,
438,take_profit,short,145.079,2023-12-07 12:00:00,144.94635714285715,144.71685714285712,144.631,1.5,2023-12-07 12:05:00
439,buy,long,143.785,2023-12-08 06:00:00,143.54832142857143,144.1794642857143,,,
440,stop_loss,long,143.785,2023-12-08 08:00:00,143.89107142857142,144.1794642857143,143.887,-1.0,2023-12-08 08:05:00
441,sell,short,145.457,2023-12-12 23:45:00,145.50275,145.38074999999998,,,
442,stop_loss,short,145.457,2023-12-13 00:50:00,145.43135714285714,145.38074999999998,145.449,-1.0,2023-12-13 00:55:00
443,sell,short,141.658,2023-12-14 11:10:00,141.88417857142855,141.2810357142857,,,
444,stop_loss,short,141.658,2023-12-14 11:50:00,141.55685714285713,141.2810357142857,141.707,-1.0,2023-12-14 11:55:00
445,sell,short,142.895,2023-12-18 22:25:00,142.94578571428573,142.81035714285716,,,
446,take_profit,short,142.895,2023-12-18 23:35:00,142.85571428571427,142.81035714285716,142.799,1.5,2023-12-18 23:40:00
447,buy,long,142.248,2023-12-22 03:35:00,142.09017857142857,142.5110357142857,,,
448,stop_loss,long,142.248,2023-12-22 05:05:00,142.41257142857143,142.5110357142857,142.404,-1.0,2023-12-22 05:10:00
449,sell,short,142.561,2023-12-27 07:50:00,142.61392857142857,142.47278571428572,,,
450,stop_loss,short,142.561,2023-12-27 08:05:00,142.61392857142857,142.47278571428572,142.647,-1.0,2023-12-27 08:10:00
451,sell,short,141.283,2023-12-29 17:10:00,141.42999999999998,141.03799999999998,,,
452,take_profit,short,141.283,2023-12-29 17:45:00,141.42999999999998,141.03799999999998,140.985,1.5,2023-12-29 17:50:00
453,buy,long,149.763,2023-10-18 11:20:00,149.72978571428573,149.81835714285714,,,
454,stop_loss,long,149.763,2023-10-18 11:20:00,149.72978571428573,149.81835714285714,149.723,-1.0,2023-10-18 11:25:00
455,sell,short,149.718,2023-10-18 13:30:00,149.75475,149.65675,,,
456,take_profit,short,149.718,2023-10-18 14:40:00,149.68285714285713,149.65675,149.645,1.5,2023-10-18 14:45:00
457,sell,short,149.773,2023-10-18 20:55:00,149.82925,149.67925000000002,,,
458,stop_loss,short,149.773,2023-10-18 21:05:00,149.82925,149.67925000000002,149.833,-1.0,2023-10-18 21:10:00
459,sell,short,149.746,2023-10-19 03:00:00,149.79335714285716,149.66707142857143,,,
460,stop_loss,short,149.746,2023-10-19 04:25:00,149.79335714285716,149.66707142857143,149.799,-1.0,2023-10-19 04:30:00
461,buy,long,149.8,2023-10-19 08:05:00,149.77525,149.84125,,,
462,stop_loss,long,149.8,2023-10-19 08:45:00,149.77525,149.84125,149.77,-1.0,2023-10-19 08:50:00
463,buy,long,149.822,2023-10-19 16:25:00,149.76564285714286,149.9159285714286,,,
464,take_profit,long,149.822,2023-10-19 17:50:00,149.88207142857144,149.9159285714286,149.919,1.5,2023-10-19 17:55:00
465,sell,short,149.753,2023-10-20 00:30:00,149.7925357142857,149.68710714285712,,,
466,stop_loss,short,149.753,2023-10-20 01:30:00,149.7925357142857,149.68710714285712,149.801,-1.0,2023-10-20 01:35:00
467,sell,short,149.825,2023-10-20 06:00:00,149.85842857142856,149.7692857142857,,,
468,stop_loss,short,149.825,2023-10-20 07:10:00,149.85842857142856,149.7692857142857,149.862,-1.0,2023-10-20 07:15:00
469,buy,long,149.862,2023-10-20 09:10:00,149.83521428571427,149.90664285714286,,,
