,action,position_type,entry_price,entry_time,stop_loss,take_profit,exit_price,pnl,exit_time
470,take_profit,long,149.862,2023-10-20 09:20:00,149.88757142857142,149.90664285714286,149.908,1.5,2023-10-20 09:25:00
471,buy,long,149.927,2023-10-20 12:35:00,149.87342857142855,150.01628571428571,,,
472,stop_loss,long,149.927,2023-10-20 14:55:00,149.92792857142857,150.01628571428571,149.92,-1.0,2023-10-20 15:00:00
473,sell,short,149.824,2023-10-20 23:15:00,149.84853571428573,149.78310714285715,,,
474,stop_loss,short,149.824,2023-10-20 23:20:00,149.84853571428573,149.78310714285715,149.852,-1.0,2023-10-20 23:25:00
475,buy,long,149.925,2023-10-23 07:50:00,149.9072142857143,149.95464285714286,,,
476,stop_loss,long,149.925,2023-10-23 09:30:00,149.9072142857143,149.95464285714286,149.9,-1.0,2023-10-23 09:35:00
477,sell,short,149.867,2023-10-23 11:10:00,149.90117857142857,149.8100357142857,,,
478,stop_loss,short,149.867,2023-10-23 11:35:00,149.90117857142857,149.8100357142857,149.905,-1.0,2023-10-23 11:40:00
479,buy,long,149.972,2023-10-23 13:10:00,149.9317142857143,150.03914285714285,,,
480,stop_loss,long,149.972,2023-10-23 14:15:00,149.9317142857143,150.03914285714285,149.929,-1.0,2023-10-23 14:20:00
481,sell,short,149.831,2023-10-23 18:10:00,149.87042857142856,149.7652857142857,,,
482,take_profit,short,149.831,2023-10-23 18:35:00,149.79392857142858,149.7652857142857,149.748,1.5,2023-10-23 18:40:00
483,stop_loss,long,149.891,2023-10-24 23:50:00,149.8559642857143,149.94939285714284,149.847,-1.0,2023-10-24 23:55:00
484,buy,long,149.843,2023-10-25 07:45:00,149.82617857142856,149.87103571428568,,,
485,stop_loss,long,149.843,2023-10-25 08:15:00,149.82617857142856,149.87103571428568,149.822,-1.0,2023-10-25 08:20:00
486,sell,short,149.905,2023-10-25 17:25:00,149.94357142857143,149.84071428571428,,,
487,stop_loss,short,149.905,2023-10-25 17:50:00,149.94357142857143,149.84071428571428,149.953,-1.0,2023-10-25 17:55:00
488,buy,long,149.935,2023-10-25 19:00:00,149.90242857142857,149.98928571428573,,,
489,stop_loss,long,149.935,2023-10-25 19:55:00,149.9607857142857,149.98928571428573,149.959,-1.0,2023-10-25 20:00:00
490,buy,long,149.985,2023-10-25 21:10:00,149.90175000000002,150.12375000000003,,,
491,take_profit,long,149.985,2023-10-25 23:10:00,150.06057142857142,150.12375000000003,150.125,1.5,2023-10-25 23:15:00
492,buy,long,150.136,2023-10-26 00:30:00,150.04707142857143,150.28421428571428,,,
493,stop_loss,long,150.136,2023-10-26 02:00:00,150.14557142857143,150.28421428571428,150.143,-1.0,2023-10-26 02:05:00
494,buy,long,150.394,2023-10-26 14:35:00,150.3415,150.4815,,,
495,stop_loss,long,150.394,2023-10-26 15:05:00,150.3415,150.4815,150.33,-1.0,2023-10-26 15:10:00
496,sell,short,150.194,2023-10-26 16:10:00,150.30992857142854,150.0007857142857,,,
497,stop_loss,short,150.194,2023-10-26 16:45:00,150.17371428571428,150.0007857142857,150.241,-1.0,2023-10-26 16:50:00
498,sell,short,149.611,2023-10-30 04:25:00,149.65385714285713,149.5395714285714,,,
499,stop_loss,short,149.611,2023-10-30 05:10:00,149.5809285714286,149.5395714285714,149.614,-1.0,2023-10-30 05:15:00
500,buy,long,151.336,2023-11-01 07:05:00,151.2754642857143,151.43689285714288,,,
501,stop_loss,long,151.336,2023-11-01 07:50:00,151.2754642857143,151.43689285714288,151.256,-1.0,2023-11-01 07:55:00
502,buy,long,150.312,2023-11-02 17:00:00,150.20282142857144,150.4939642857143,,,
503,stop_loss,long,150.312,2023-11-02 17:30:00,150.38985714285715,150.4939642857143,150.387,-1.0,2023-11-02 17:35:00
504,sell,short,149.741,2023-11-06 17:15:00,149.8104285714286,149.62528571428572,,,
505,stop_loss,short,149.741,2023-11-06 18:00:00,149.7362857142857,149.62528571428572,149.748,-1.0,2023-11-06 18:05:00
506,sell,short,150.825,2023-11-08 16:45:00,150.89582142857142,150.70696428571426,,,
507,stop_loss,short,150.825,2023-11-08 17:15:00,150.89582142857142,150.70696428571426,150.898,-1.0,2023-11-08 17:20:00
508,sell,short,151.508,2023-11-10 23:05:00,151.53489285714286,151.46317857142859,,,
509,stop_loss,short,151.508,2023-11-10 23:30:00,151.53489285714286,151.46317857142859,151.537,-1.0,2023-11-10 23:35:00
510,buy,long,151.708,2023-11-14 03:00:00,151.64810714285713,151.80782142857143,,,
511,stop_loss,long,151.708,2023-11-14 04:05:00,151.70892857142857,151.80782142857143,151.698,-1.0,2023-11-14 04:10:00
512,sell,short,150.914,2023-11-14 15:40:00,151.03410714285712,150.7138214285714,,,
513,stop_loss,short,150.914,2023-11-14 16:15:00,150.90435714285712,150.7138214285714,150.961,-1.0,2023-11-14 16:20:00
514,sell,short,150.512,2023-11-14 20:30:00,150.57167857142858,150.41253571428572,,,
515,take_profit,short,150.512,2023-11-14 21:20:00,150.4697857142857,150.41253571428572,150.38,1.5,2023-11-14 21:25:00
516,sell,short,150.38,2023-11-14 21:30:00,150.43089285714285,150.29517857142858,,,
517,take_profit,short,150.38,2023-11-14 22:15:00,150.32164285714285,150.29517857142858,150.233,1.5,2023-11-14 22:20:00
518,buy,long,150.829,2023-11-15 16:05:00,150.63775,151.14775,,,
519,take_profit,long,150.829,2023-11-15 16:50:00,151.03878571428572,151.14775,151.198,1.5,2023-11-15 16:55:00
520,buy,long,151.401,2023-11-15 22:55:00,151.36553571428573,151.46010714285717,,,
521,stop_loss,long,151.401,2023-11-15 22:55:00,151.36553571428573,151.46010714285717,151.361,-1.0,2023-11-15 23:00:00
522,sell,short,151.258,2023-11-16 01:35:00,151.30075,151.18675000000002,,,
523,stop_loss,short,151.258,2023-11-16 01:50:00,151.22207142857144,151.18675000000002,151.245,-1.0,2023-11-16 01:55:00
524,sell,short,147.502,2023-11-21 16:40:00,147.6559642857143,147.24539285714286,,,
525,stop_loss,short,147.502,2023-11-21 17:00:00,147.6559642857143,147.24539285714286,147.665,-1.0,2023-11-21 17:05:00
526,sell,short,148.07,2023-11-22 01:05:00,148.14007142857142,147.95321428571427,,,
527,stop_loss,short,148.07,2023-11-22 01:15:00,148.0672142857143,147.95321428571427,148.077,-1.0,2023-11-22 01:20:00
528,buy,long,149.085,2023-11-23 09:30:00,148.99714285714285,149.23142857142858,,,
529,stop_loss,long,149.085,2023-11-23 10:05:00,149.15807142857142,149.23142857142858,149.149,-1.0,2023-11-23 10:10:00
530,sell,short,149.545,2023-11-24 00:15:00,149.57639285714285,149.49267857142854,,,
531,take_profit,short,149.545,2023-11-24 00:40:00,149.51657142857144,149.49267857142854,149.492,1.5,2023-11-24 00:45:00
532,buy,long,146.651,2023-12-04 05:45:00,146.55735714285714,146.80707142857142,,,
533,take_profit,long,146.651,2023-12-04 05:50:00,146.66214285714287,146.80707142857142,146.809,1.5,2023-12-04 05:55:00
534,sell,short,146.676,2023-12-04 08:10:00,146.7537857142857,146.54635714285712,,,
535,stop_loss,short,146.676,2023-12-04 08:30:00,146.63685714285717,146.54635714285712,146.661,-1.0,2023-12-04 08:35:00
536,sell,short,143.254,2023-12-07 19:55:00,143.7397857142857,142.44435714285714,,,
537,stop_loss,short,143.254,2023-12-07 22:50:00,143.7397857142857,142.44435714285714,143.74,-1.0,2023-12-07 22:55:00
538,buy,long,146.146,2023-12-12 01:20:00,146.10067857142855,146.2215357142857,,,
539,stop_loss,long,146.146,2023-12-12 01:45:00,146.10067857142855,146.2215357142857,146.039,-1.0,2023-12-12 01:50:00
540,sell,short,141.581,2023-12-14 17:00:00,141.83353571428572,141.16010714285713,,,
541,stop_loss,short,141.581,2023-12-14 17:20:00,141.83353571428572,141.16010714285713,142.002,-1.0,2023-12-14 17:25:00
542,buy,long,142.09,2023-12-14 17:40:00,141.86864285714287,142.45892857142857,,,
543,stop_loss,long,142.09,2023-12-14 17:40:00,141.86864285714287,142.45892857142857,141.798,-1.0,2023-12-14 17:45:00
544,sell,short,141.481,2023-12-15 17:15:00,141.70535714285714,141.1070714285714,,,
545,stop_loss,short,141.481,2023-12-15 17:45:00,141.70535714285714,141.1070714285714,141.733,-1.0,2023-12-15 17:50:00
546,sell,short,143.63,2023-12-20 23:10:00,143.73960714285715,143.44732142857143,,,
547,take_profit,short,143.63,2023-12-20 23:50:00,143.59314285714288,143.44732142857143,143.439,1.5,2023-12-20 23:55:00
548,buy,long,142.441,2023-12-26 12:10:00,142.3879642857143,142.52939285714285,,,
549,stop_loss,long,142.441,2023-12-26 12:30:00,142.3879642857143,142.52939285714285,142.374,-1.0,2023-12-26 12:35:00
550,sell,short,142.434,2023-12-26 19:15:00,142.4900357142857,142.34060714285715,,,
551,stop_loss,short,142.434,2023-12-26 20:05:00,142.42885714285714,142.34060714285715,142.436,-1.0,2023-12-26 20:10:00
552,buy,long,142.703,2023-12-27 02:55:00,142.57378571428572,142.91835714285716,,,
553,stop_loss,long,142.703,2023-12-27 04:15:00,142.57378571428572,142.91835714285716,142.551,-1.0,2023-12-27 04:20:00
554,sell,short,140.72,2023-12-28 09:15:00,140.84707142857144,140.5082142857143,,,
555,stop_loss,short,140.72,2023-12-28 09:30:00,140.84707142857144,140.5082142857143,140.88,-1.0,2023-12-28 09:35:00
556,buy,long,141.425,2023-12-29 02:15:00,141.32589285714286,141.5901785714286,,,
557,take_profit,long,141.425,2023-12-29 02:40:00,141.32589285714286,141.5901785714286,141.636,1.5,2023-12-29 02:45:00
558,buy,long,141.844,2023-12-29 15:50:00,141.71360714285714,142.06132142857143,,,
559,stop_loss,long,141.844,2023-12-29 16:05:00,141.71360714285714,142.06132142857143,141.672,-1.0,2023-12-29 16:10:00
560,sell,short,149.627,2023-10-18 09:10:00,149.66653571428571,149.56110714285717,,,
561,stop_loss,short,149.627,2023-10-18 09:25:00,149.66653571428571,149.56110714285717,149.668,-1.0,2023-10-18 09:30:00
562,buy,long,149.681,2023-10-18 10:20:00,149.63675,149.75475,,,
563,take_profit,long,149.681,2023-10-18 10:55:00,149.72314285714288,149.75475,149.766,1.5,2023-10-18 11:00:00
564,sell,short,149.633,2023-10-18 15:05:00,149.6762857142857,149.56085714285717,,,
565,stop_loss,short,149.633,2023-10-18 15:20:00,149.6762857142857,149.56085714285717,149.692,-1.0,2023-10-18 15:25:00
566,buy,long,149.854,2023-10-18 18:20:00,149.79003571428572,149.96060714285716,,,
567,stop_loss,long,149.854,2023-10-18 19:35:00,149.79003571428572,149.96060714285716,149.777,-1.0,2023-10-18 19:40:00
568,sell,short,149.81,2023-10-18 19:55:00,149.85403571428571,149.73660714285714,,,
569,take_profit,short,149.81,2023-10-18 20:00:00,149.78335714285714,149.73660714285714,149.735,1.5,2023-10-18 20:05:00
570,buy,long,149.869,2023-10-18 22:45:00,149.84242857142857,149.9132857142857,,,
571,take_profit,long,149.869,2023-10-18 23:35:00,149.8922142857143,149.9132857142857,149.921,1.5,2023-10-18 23:40:00
572,sell,short,149.82,2023-10-19 01:15:00,149.86617857142858,149.7430357142857,,,
573,take_profit,short,149.82,2023-10-19 02:55:00,149.76985714285715,149.7430357142857,149.715,1.5,2023-10-19 03:00:00
574,sell,short,149.77,2023-10-19 03:45:00,149.8474642857143,149.6408928571429,,,
575,buy,long,149.807,2023-10-19 05:05:00,149.75760714285713,149.8893214285714,,,
576,sell,short,149.77,2023-10-19 08:55:00,149.79989285714288,149.72017857142856,,,
577,stop_loss,short,149.77,2023-10-19 09:10:00,149.75964285714286,149.72017857142856,149.76,-1.0,2023-10-19 09:15:00
578,sell,short,149.748,2023-10-19 10:40:00,149.7895714285714,149.67871428571428,,,
579,stop_loss,short,149.748,2023-10-19 10:45:00,149.7895714285714,149.67871428571428,149.791,-1.0,2023-10-19 10:50:00
580,buy,long,149.876,2023-10-19 19:40:00,149.7497857142857,150.08635714285717,,,
581,stop_loss,long,149.876,2023-10-19 19:40:00,149.7497857142857,150.08635714285717,149.747,-1.0,2023-10-19 19:45:00
582,sell,short,149.829,2023-10-20 05:45:00,149.86360714285715,149.77132142857144,,,
583,stop_loss,short,149.829,2023-10-20 07:50:00,149.86360714285715,149.77132142857144,149.864,-1.0,2023-10-20 07:55:00
584,buy,long,149.88,2023-10-20 08:05:00,149.8562142857143,149.91964285714286,,,
585,stop_loss,long,149.88,2023-10-20 08:10:00,149.8562142857143,149.91964285714286,149.853,-1.0,2023-10-20 08:15:00
586,buy,long,149.943,2023-10-20 11:50:00,149.85417857142858,150.09103571428574,,,
587,stop_loss,long,149.943,2023-10-20 15:25:00,149.947,150.09103571428574,149.938,-1.0,2023-10-20 15:30:00
588,buy,long,149.863,2023-10-20 21:10:00,149.8147857142857,149.94335714285714,,,
589,stop_loss,long,149.863,2023-10-23 00:05:00,149.8147857142857,149.94335714285714,149.732,-1.0,2023-10-23 00:10:00
590,sell,short,149.929,2023-10-23 14:25:00,149.95375,149.88774999999998,,,
591,stop_loss,short,149.929,2023-10-23 14:50:00,149.9219285714286,149.88774999999998,149.937,-1.0,2023-10-23 14:55:00
592,sell,short,149.703,2023-10-23 19:50:00,149.74403571428573,149.63460714285713,,,
593,stop_loss,short,149.703,2023-10-23 19:50:00,149.69335714285714,149.63460714285713,149.696,-1.0,2023-10-23 19:55:00
594,buy,long,149.678,2023-10-24 08:25:00,149.6440357142857,149.73460714285713,,,
595,stop_loss,long,149.678,2023-10-24 08:30:00,149.7062857142857,149.73460714285713,149.704,-1.0,2023-10-24 08:35:00
596,buy,long,149.53,2023-10-24 11:50:00,149.45532142857144,149.65446428571428,,,
597,take_profit,long,149.53,2023-10-24 12:05:00,149.53735714285716,149.65446428571428,149.676,1.5,2023-10-24 12:10:00
598,sell,short,149.84,2023-10-25 00:50:00,149.87760714285716,149.77732142857144,,,
599,stop_loss,short,149.84,2023-10-25 03:00:00,149.8327142857143,149.77732142857144,149.84,-1.0,2023-10-25 03:05:00
600,buy,long,149.945,2023-10-25 19:45:00,149.92335714285713,149.98107142857143,,,
601,stop_loss,long,149.945,2023-10-25 19:55:00,149.9607857142857,149.98107142857143,149.959,-1.0,2023-10-25 20:00:00
602,buy,long,150.39,2023-10-26 18:15:00,150.30675,150.52875,,,
603,stop_loss,long,150.39,2023-10-26 18:40:00,150.42485714285715,150.52875,150.414,-1.0,2023-10-26 18:45:00
604,sell,short,150.282,2023-10-26 20:05:00,150.34285714285716,150.18057142857143,,,
605,stop_loss,short,150.282,2023-10-26 20:45:00,150.34285714285716,150.18057142857143,150.394,-1.0,2023-10-26 20:50:00
606,buy,long,150.397,2023-10-26 22:25:00,150.35199999999998,150.47199999999998,,,
607,stop_loss,long,150.397,2023-10-26 22:35:00,150.35199999999998,150.47199999999998,150.34,-1.0,2023-10-26 22:40:00
608,sell,short,150.123,2023-10-27 10:35:00,150.19799999999998,149.998,,,
609,stop_loss,short,150.123,2023-10-27 11:20:00,150.1092142857143,149.998,150.115,-1.0,2023-10-27 11:25:00
610,sell,short,149.612,2023-10-30 05:00:00,149.65099999999998,149.547,,,
611,stop_loss,short,149.612,2023-10-30 05:10:00,149.5809285714286,149.547,149.614,-1.0,2023-10-30 05:15:00
612,sell,short,149.561,2023-10-30 08:30:00,149.60032142857142,149.4954642857143,,,
613,take_profit,short,149.561,2023-10-30 08:35:00,149.60032142857142,149.4954642857143,149.492,1.5,2023-10-30 08:40:00
614,buy,long,149.768,2023-10-30 14:20:00,149.72032142857142,149.84746428571427,,,
615,stop_loss,long,149.768,2023-10-30 14:45:00,149.7909285714286,149.84746428571427,149.752,-1.0,2023-10-30 14:50:00
616,buy,long,150.73,2023-10-31 12:00:00,150.55085714285713,151.0285714285714,,,
617,stop_loss,long,150.73,2023-10-31 14:40:00,150.86542857142857,151.0285714285714,150.864,-1.0,2023-10-31 14:45:00
618,take_profit,short,151.346,2023-11-01 00:55:00,151.42828571428572,151.20885714285714,151.191,1.5,2023-11-01 01:00:00
619,sell,short,151.177,2023-11-01 04:50:00,151.23860714285712,151.0743214285714,,,
620,stop_loss,short,151.177,2023-11-01 05:50:00,151.23860714285712,151.0743214285714,151.249,-1.0,2023-11-01 05:55:00
621,sell,short,151.25,2023-11-01 09:20:00,151.30453571428572,151.15910714285715,,,
622,stop_loss,short,151.25,2023-11-01 09:35:00,151.30453571428572,151.15910714285715,151.376,-1.0,2023-11-01 09:40:00
623,sell,short,151.263,2023-11-01 10:45:00,151.33167857142857,151.1485357142857,,,
624,stop_loss,short,151.263,2023-11-01 11:30:00,151.25307142857145,151.1485357142857,151.281,-1.0,2023-11-01 11:35:00
625,sell,short,150.413,2023-11-02 23:10:00,150.45435714285716,150.34407142857145,,,
626,stop_loss,short,150.413,2023-11-03 00:05:00,150.45435714285716,150.34407142857145,150.461,-1.0,2023-11-03 00:10:00
627,sell,short,150.281,2023-11-03 06:15:00,150.30489285714287,150.24117857142858,,,
628,stop_loss,short,150.281,2023-11-03 07:10:00,150.30489285714287,150.24117857142858,150.305,-1.0,2023-11-03 07:15:00
629,sell,short,149.393,2023-11-03 17:20:00,149.52510714285714,149.1728214285714,,,
630,stop_loss,short,149.393,2023-11-03 18:40:00,149.30414285714286,149.1728214285714,149.324,-1.0,2023-11-03 18:45:00
631,sell,short,151.415,2023-11-10 15:15:00,151.45775,151.34375,,,
632,take_profit,short,151.415,2023-11-10 15:40:00,151.4122857142857,151.34375,151.331,1.5,2023-11-10 15:45:00
633,buy,long,151.557,2023-11-10 19:20:00,151.5195,151.6195,,,
634,stop_loss,long,151.557,2023-11-10 20:35:00,151.56135714285713,151.6195,151.545,-1.0,2023-11-10 20:40:00
635,sell,short,151.72,2023-11-13 09:20:00,151.75921428571428,151.65464285714285,,,
636,stop_loss,short,151.72,2023-11-13 09:40:00,151.6892857142857,151.65464285714285,151.719,-1.0,2023-11-13 09:45:00
637,sell,short,151.727,2023-11-13 12:30:00,151.76567857142857,151.66253571428572,,,
638,stop_loss,short,151.727,2023-11-13 13:20:00,151.716,151.66253571428572,151.725,-1.0,2023-11-13 13:25:00
639,sell,short,151.533,2023-11-13 18:35:00,151.62482142857144,151.37996428571427,,,
640,stop_loss,short,151.533,2023-11-13 19:45:00,151.62482142857144,151.37996428571427,151.626,-1.0,2023-11-13 19:50:00
641,sell,short,150.532,2023-11-15 05:45:00,150.58353571428572,150.44610714285716,,,
642,stop_loss,short,150.532,2023-11-15 06:55:00,150.58353571428572,150.44610714285716,150.588,-1.0,2023-11-15 07:00:00
643,buy,long,150.644,2023-11-15 07:30:00,150.59664285714285,150.72292857142858,,,
644,stop_loss,long,150.644,2023-11-15 08:10:00,150.64664285714287,150.72292857142858,150.646,-1.0,2023-11-15 08:15:00
645,sell,short,150.749,2023-11-16 16:35:00,150.91057142857142,150.4797142857143,,,
646,take_profit,short,150.749,2023-11-16 17:05:00,150.57564285714287,150.4797142857143,150.459,1.5,2023-11-16 17:10:00
647,buy,long,148.642,2023-11-22 07:30:00,148.5500714285714,148.7952142857143,,,
648,take_profit,long,148.642,2023-11-22 07:55:00,148.6942857142857,148.7952142857143,148.867,1.5,2023-11-22 08:00:00
649,buy,long,148.974,2023-11-22 08:15:00,148.85667857142855,149.1695357142857,,,
650,stop_loss,long,148.974,2023-11-22 09:30:00,148.85667857142855,149.1695357142857,148.849,-1.0,2023-11-22 09:35:00
651,sell,short,147.069,2023-11-30 10:50:00,147.19617857142856,146.8570357142857,,,
652,stop_loss,short,147.069,2023-11-30 11:20:00,147.19617857142856,146.8570357142857,147.229,-1.0,2023-11-30 11:25:00
653,buy,long,148.111,2023-11-30 20:35:00,148.03321428571428,148.24064285714283,,,
654,stop_loss,long,148.111,2023-11-30 20:50:00,148.18571428571428,148.24064285714283,148.179,-1.0,2023-11-30 20:55:00
655,sell,short,147.989,2023-12-01 01:55:00,148.05832142857142,147.8734642857143,,,
656,take_profit,short,147.989,2023-12-01 02:00:00,147.9522142857143,147.8734642857143,147.826,1.5,2023-12-01 02:05:00
657,buy,long,148.18,2023-12-01 16:25:00,148.06728571428573,148.36785714285713,,,
658,stop_loss,long,148.18,2023-12-01 16:30:00,148.06728571428573,148.36785714285713,148.061,-1.0,2023-12-01 16:35:00
659,sell,short,147.307,2023-12-01 18:15:00,147.54464285714286,146.91092857142854,,,
660,take_profit,short,147.307,2023-12-01 18:35:00,147.0982142857143,146.91092857142854,146.883,1.5,2023-12-01 18:40:00
661,sell,short,143.129,2023-12-13 21:55:00,143.63032142857142,142.2934642857143,,,
662,stop_loss,short,143.129,2023-12-13 23:05:00,143.07142857142856,142.2934642857143,143.098,-1.0,2023-12-13 23:10:00
663,sell,short,142.21,2023-12-26 05:00:00,142.27203571428572,142.10660714285714,,,
664,stop_loss,short,142.21,2023-12-26 05:10:00,142.20264285714285,142.10660714285714,142.208,-1.0,2023-12-26 05:15:00
665,buy,long,142.42,2023-12-26 17:20:00,142.3560357142857,142.52660714285713,,,
666,take_profit,long,142.42,2023-12-26 17:35:00,142.45107142857145,142.52660714285713,142.528,1.5,2023-12-26 17:40:00
667,sell,short,149.646,2023-10-18 07:30:00,149.67674999999997,149.59475,,,
668,stop_loss,short,149.646,2023-10-18 07:40:00,149.67674999999997,149.59475,149.68,-1.0,2023-10-18 07:45:00
669,sell,short,149.681,2023-10-18 13:40:00,149.717,149.621,,,
670,stop_loss,short,149.681,2023-10-18 15:20:00,149.66128571428573,149.621,149.692,-1.0,2023-10-18 15:25:00
671,sell,short,149.81,2023-10-18 19:55:00,149.85403571428571,149.73660714285714,,,
672,take_profit,short,149.81,2023-10-18 20:00:00,149.78335714285714,149.73660714285714,149.735,1.5,2023-10-18 20:05:00
673,buy,long,149.833,2023-10-18 21:15:00,149.782,149.91799999999998,,,
674,stop_loss,long,149.833,2023-10-18 22:20:00,149.8857857142857,149.91799999999998,149.872,-1.0,2023-10-18 22:25:00
675,sell,short,149.77,2023-10-19 03:40:00,149.84607142857143,149.64321428571432,,,
676,stop_loss,short,149.77,2023-10-19 09:10:00,149.75964285714286,149.64321428571432,149.76,-1.0,2023-10-19 09:15:00
677,sell,short,149.758,2023-10-19 09:45:00,149.80075,149.68675000000002,,,
678,stop_loss,short,149.758,2023-10-19 11:10:00,149.80075,149.68675000000002,149.83,-1.0,2023-10-19 11:15:00
679,buy,long,149.836,2023-10-19 14:50:00,149.80300000000003,149.89100000000002,,,
680,stop_loss,long,149.836,2023-10-19 15:10:00,149.80300000000003,149.89100000000002,149.803,-1.0,2023-10-19 15:15:00
681,sell,short,149.791,2023-10-19 16:45:00,149.84307142857142,149.70421428571427,,,
682,stop_loss,short,149.791,2023-10-19 17:35:00,149.84307142857142,149.70421428571427,149.875,-1.0,2023-10-19 17:40:00
683,sell,short,149.864,2023-10-19 19:35:00,149.98260714285715,149.66632142857142,,,
684,stop_loss,short,149.864,2023-10-19 20:25:00,149.77107142857145,149.66632142857142,149.793,-1.0,2023-10-19 20:30:00
685,buy,long,149.82,2023-10-20 01:50:00,149.78817857142857,149.8730357142857,,,
686,stop_loss,long,149.82,2023-10-20 02:25:00,149.78817857142857,149.8730357142857,149.784,-1.0,2023-10-20 02:30:00
687,buy,long,149.908,2023-10-23 06:05:00,149.8822857142857,149.95085714285713,,,
688,stop_loss,long,149.908,2023-10-23 06:30:00,149.9112857142857,149.95085714285713,149.911,-1.0,2023-10-23 06:35:00
689,buy,long,149.972,2023-10-23 13:10:00,149.9317142857143,150.03914285714285,,,
690,stop_loss,long,149.972,2023-10-23 14:15:00,149.9317142857143,150.03914285714285,149.929,-1.0,2023-10-23 14:20:00
691,sell,short,149.657,2023-10-23 21:15:00,149.7005,149.58450000000002,,,
692,take_profit,short,149.657,2023-10-23 21:40:00,149.61292857142857,149.58450000000002,149.559,1.5,2023-10-23 21:45:00
693,sell,short,149.833,2023-10-25 05:05:00,149.863,149.783,,,
694,stop_loss,short,149.833,2023-10-25 06:00:00,149.80514285714284,149.783,149.813,-1.0,2023-10-25 06:05:00
695,sell,short,150.062,2023-10-26 01:15:00,150.1132142857143,149.97664285714288,,,
696,stop_loss,short,150.062,2023-10-26 01:30:00,150.1132142857143,149.97664285714288,150.145,-1.0,2023-10-26 01:35:00
697,sell,short,150.094,2023-10-26 16:40:00,150.19214285714284,149.93042857142856,,,
698,stop_loss,short,150.094,2023-10-26 16:45:00,150.19214285714284,149.93042857142856,150.241,-1.0,2023-10-26 16:50:00
699,buy,long,150.4,2023-10-27 03:10:00,150.36207142857143,150.4632142857143,,,
700,stop_loss,long,150.4,2023-10-27 03:10:00,150.36207142857143,150.4632142857143,150.345,-1.0,2023-10-27 03:15:00
701,sell,short,150.103,2023-10-27 11:15:00,150.16278571428572,150.00335714285717,,,
702,take_profit,short,150.103,2023-10-27 12:25:00,150.04049999999998,150.00335714285717,149.997,1.5,2023-10-27 12:30:00
703,buy,long,150.072,2023-10-27 14:00:00,150.01575,150.16575,,,
704,stop_loss,long,150.072,2023-10-27 14:30:00,150.09499999999997,150.16575,150.077,-1.0,2023-10-27 14:35:00
705,sell,short,149.713,2023-10-30 03:50:00,149.76817857142856,149.6210357142857,,,
